,gene
8125,TNFRSF12A
8126,SPTBN5
8127,ZNF771
8128,PRR16
8129,NGRN
8130,MS4A4A
8131,DACT1
8132,CRNKL1
8133,ZBTB7A
8134,FZR1
8135,TAOK3
8136,KLRF1
8137,KRT76
8138,ZNF117
8139,MBTPS2
8140,HOOK1
8141,CDC40
8142,CHST15
8143,ZMYND10
8144,PLA1A
8145,UBR5
8146,POP5
8147,TEX264
8148,POMP
8149,MRPS17
8150,SNX7
8151,UCHL5
8152,ANGPT4
8153,CRLF3
8154,CSAD
8155,ATP6V1D
8156,WNT16
8157,ZNF589
8158,EIF3L
8159,NIP7
8160,RWDD1
8161,TRPV2
8162,COMMD10
8163,TRAPPC4
8164,PPME1
8165,NOL7
8166,HEMK1
8167,BIN2
8168,ACTL6B
8169,AMOTL2
8170,PRKAG2
8171,ZNF107
8172,DDX41
8173,ANAPC5
8174,SCARA3
8175,MAGEC2
8176,FAM8A1
8177,HPCAL4
8178,VGLL1
8179,RNF138
8180,IP6K2
8181,PCYOX1
8182,PRRX2
8183,LCMT1
8184,GULP1
8185,REV1
8186,RHCG
8187,SFMBT1
8188,UBE2J1
8189,EVL
8190,LIMA1
8191,CABP2
8192,ISYNA1
8193,ANKFY1
8194,C9orf114
8195,NOP16
8196,TRIAP1
8197,TRMT112
8198,UFC1
8199,CHMP5
8200,GTSE1
8201,ETV7
8202,DTL
8203,NCKIPSD
8204,LARS
8205,PHF7
8206,VPS54
8207,SIRT7
8208,SIRT6
8209,CINP
8210,RAB14
8211,PEX5L
8212,LGSN
8213,NT5DC3
8214,RAB6B
8215,IL23A
8216,MBIP
8217,HDAC7
8218,ARMCX3
8219,TDP2
8220,UFM1
8221,FAM49B
8222,GDE1
8223,LARP7
8224,ESF1
8225,AZIN1
8226,PCF11
8227,MED15
8228,PIAS4
8229,TRIM33
8230,SRRT
8231,NBAS
8232,CUTA
8233,LSR
8234,LIPT1
8235,METTL13
8236,PIGT
8237,ATP6V1H
8238,DPH5
8239,ERGIC3
8240,TAF9B
8241,UBE2D4
8242,KLF13
8243,DYNC2LI1
8244,RBMX2
8245,DHRS7
8246,C14orf166
8247,MRPL48
8248,TMBIM4
8249,YPEL5
8250,FAM96B
8251,MRPS33
8252,PTRH2
8253,CDK5RAP1
8254,STYXL1
8255,GINS2
8256,ZFR
8257,ASB1
8258,ASB4
8259,HSPB11
8260,TPPP3
8261,MPP6
8262,OAZ3
8263,LSM7
8264,TRAPPC2L
8265,HECA
8266,CYB5R2
8267,NLK
8268,PADI3
8269,ACSL5
8270,GPRC5B
8271,EMCN
8272,CYB5R1
8273,ZNF44
8274,RAB23
8275,CAB39
8276,UIMC1
8277,FBXO40
8278,CMPK1
8279,POLR3K
8280,WBP11
8281,UPB1
8282,RAPGEF6
8283,WWOX
8284,ARID4B
8285,CD244
8286,LUC7L3
8287,RTEL1
8288,HIGD1B
8289,ERAP1
8290,TMEM8B
8291,CDK12
8292,C9orf78
8293,SYT17
8294,ATP8A2
8295,RAB8B
8296,INPP5K
8297,GNG13
8298,TM7SF3
8299,RSF1
8300,MYOZ2
8301,KDM3B
8302,COQ3
8303,CALML5
8304,TUBA8
8305,GALNT7
8306,CECR1
8307,BCL11A
8308,BTBD1
8309,SPA17
8310,NUDT9
8311,TM6SF1
8312,UBASH3A
8313,LRP1B
8314,SHC3
8315,NUP54
8316,TPCN1
8317,CLIC5
8318,STX18
8319,MBD3
8320,ADAM22
8321,PTOV1
8322,S1PR5
8323,FXYD7
8324,FXYD6
8325,FXYD5
8326,P2RY13
8327,IL20RA
8328,GPR87
8329,C11orf24
8330,CDHR5
8331,MYO3A
8332,DUOX1
8333,PELO
8334,SLCO1C1
8335,CNTN5
8336,CSNK1G1
8337,A4GALT
8338,BRWD1
8339,SLC37A1
8340,PCBP3
8341,SETD4
8342,RIPK4
8343,POLE3
8344,GPR88
8345,MRPL39
8346,C21orf91
8347,NANS
8348,CYCS
8349,KCNK10
8350,TREM2
8351,TREM1
8352,SNTG1
8353,SNTG2
8354,GPR173
8355,GPR85
8356,GDAP1
8357,DPM3
8358,SOX18
8359,CYTL1
8360,WNT4
8361,HAO1
8362,TERF2IP
8363,SLC38A2
8364,NLGN3
8365,DNAJC10
8366,YIPF1
8367,GAR1
8368,SSH1
8369,SH3TC1
8370,GFOD1
8371,SASH3
8372,KCTD5
8373,RIN2
8374,ATAD2B
8375,FBXO42
8376,TAF7L
8377,FAM134B
8378,ETAA1
8379,MIOS
8380,TOLLIP
8381,KRT20
8382,NLE1
8383,RNF216
8384,PLEKHA5
8385,FAM64A
8386,CHPF2
8387,DGCR8
8388,FAM105A
8389,PRMT7
8390,SMOX
8391,TMCO1
8392,RBM47
8393,ZDHHC13
8394,CPVL
8395,DHX29
8396,ADAMTSL4
8397,RHOF
8398,EXOSC4
8399,DDX4
8400,MTRF1L
8401,PUS7
8402,APBB1IP
8403,CCDC93
8404,WDR44
8405,ASNSD1
8406,MIER2
8407,CCHCR1
8408,ROBO4
8409,NDUFB11
8410,FAM193B
8411,DDIT4
8412,RC3H2
8413,TOMM7
8414,CRCT1
8415,MTMR12
8416,RNF186
8417,SDK2
8418,NECAB2
8419,MAGEL2
8420,GNL3L
8421,WDR5B
8422,DDX49
8423,ING3
8424,SPATA6
8425,EPB41L4B
8426,UGT1A8
8427,EGLN1
8428,LZTFL1
8429,MXRA8
8430,L1TD1
8431,DDX56
8432,CCNJ
8433,VSIG10
8434,ARL15
8435,PAF1
8436,HES2
8437,FAM63B
8438,TBC1D13
8439,WDR74
8440,TMEM106B
8441,RSBN1
8442,LRRN3
8443,GTPBP2
8444,CROT
8445,ZNHIT6
8446,P4HTM
8447,MANSC1
8448,PDP1
8449,GPN2
8450,MARCH5
8451,CNGB3
8452,SLC6A20
8453,OTUD4
8454,TMED9
8455,SLC35F2
8456,MPHOSPH8
8457,FEV
8458,XAF1
8459,LEPROT
8460,FNDC8
8461,KLHDC4
8462,GRAMD1C
8463,TRIM44
8464,BTG4
8465,DIRAS2
8466,RNF111
8467,NSMCE4A
8468,ALKBH4
8469,DNAJB12
8470,TRPM4
8471,BNC2
8472,MED18
8473,DCHS2
8474,KLHL24
8475,HAUS6
8476,TRIT1
8477,CNNM2
8478,AHI1
8479,ZNF586
8480,SAMD9
8481,GIPC2
8482,ZNF562
8483,AFTPH
8484,QPCTL
8485,GATAD2A
8486,ZNF280D
8487,ZCCHC10
8488,NDE1
8489,ERCC6L
8490,CDHR2
8491,GIN1
8492,BCAS3
8493,ASPN
8494,NUP62CL
8495,BEST2
8496,VPS13C
8497,GDAP2
8498,BSPRY
8499,LRRC49
8500,APTX
8501,MFSD6
8502,SYTL2
8503,ESRP1
8504,SIDT1
8505,ARHGEF38
8506,DEF8
8507,FBXL12
8508,ANKRD49
8509,PAQR5
8510,WDR55
8511,FAM46C
8512,GDPD2
8513,PGPEP1
8514,MS4A12
8515,SNRK
8516,CC2D1A
8517,PPP1R14D
8518,TMEM214
8519,TMEM104
8520,EPS8L1
8521,QRICH1
8522,PIGG
8523,PALMD
8524,FNBP1L
8525,CNTLN
8526,DCAF16
8527,ZCCHC2
8528,DPP8
8529,ST7L
8530,BCOR
8531,TEX10
8532,CWC25
8533,RETSAT
8534,TBC1D8B
8535,INO80D
8536,NCAPG2
8537,MTMR10
8538,RNF43
8539,PQLC2
8540,CASZ1
8541,ELOVL2
8542,LAX1
8543,CDKAL1
8544,TTC19
8545,MKS1
8546,WHSC1L1
8547,CYP2W1
8548,SEMA4C
8549,RPP25
8550,YTHDF1
8551,CMTM6
8552,RASIP1
8553,LIME1
8554,CHCHD3
8555,IMPAD1
8556,TMEM161A
8557,HAUS4
8558,EXD3
8559,COMMD4
8560,RNF125
8561,DNAJC28
8562,SLC41A3
8563,MRPL16
8564,COMMD8
8565,TRNAU1AP
8566,C1orf27
8567,FAM120C
8568,C1orf109
8569,PARP16
8570,TXNL4B
8571,TMEM160
8572,ODAM
8573,GEMIN8
8574,SSH3
8575,TIPIN
8576,UCKL1
8577,C1orf56
8578,TMEM70
8579,TTC12
8580,BANP
8581,TMEM132A
8582,CPSF3L
8583,THG1L
8584,C20orf27
8585,SLC25A38
8586,HRASLS2
8587,C2orf42
8588,CLN6
8589,HCFC1R1
8590,ULK4
8591,C1orf123
8592,ACSM5
8593,C1orf159
8594,ZSCAN2
8595,OXSM
8596,TESC
8597,AURKAIP1
8598,TUG1
8599,TTC22
8600,TMCO3
8601,PAK1IP1
8602,RMND1
8603,TRMT61B
8604,FAM118A
8605,HERC6
8606,C19orf24
8607,PIH1D1
8608,PPP2R3C
8609,STX17
8610,PRPF39
8611,MARCH1
8612,TTC38
8613,PID1
8614,PHIP
8615,BANK1
8616,C17orf80
8617,FBXO34
8618,USP47
8619,SLC35A5
8620,FKBP14
8621,MOCOS
8622,NOL8
8623,CCDC40
8624,PTCD3
8625,CDCA4
8626,TRMT12
8627,EPN3
8628,PLEKHB2
8629,VPS37C
8630,C19orf60
8631,MRPL20
8632,ZWILCH
8633,AIM1L
8634,SUSD4
8635,WIPI1
8636,ZCWPW1
8637,PDPR
8638,ENOX1
8639,DET1
8640,C9orf40
8641,RNF31
8642,OXR1
8643,TMEM45A
8644,FEZF2
8645,TAPBPL
8646,IFT57
8647,ARGLU1
8648,KIF26B
8649,SOBP
8650,CXorf57
8651,SLC38A4
8652,MED9
8653,TMEM51
8654,WDYHV1
8655,GPATCH1
8656,SAMD4B
8657,WDR70
8658,ATP5SL
8659,ATG2B
8660,GPATCH2
8661,SLFN12
8662,ANO1
8663,BSDC1
8664,AGGF1
8665,MAGOHB
8666,PLEKHJ1
8667,WDR60
8668,ARHGAP17
8669,TMEM39B
8670,SLC6A15
8671,CRTAC1
8672,PRPF38B
8673,FANCL
8674,PIWIL2
8675,CEP192
8676,HEATR1
8677,TRIM68
8678,ANO10
8679,RBM28
8680,SRBD1
8681,WRAP53
8682,ANKZF1
8683,ELP3
8684,HAUS2
8685,CDCA8
8686,LRRC8D
8687,THAP1
8688,ZDHHC4
8689,RBM23
8690,UBR7
8691,MTPAP
8692,C19orf73
8693,TMEM38B
8694,DALRD3
8695,SDAD1
8696,ARMC1
8697,DARS2
8698,RFWD3
8699,ARHGEF10L
8700,TMEM33
8701,PNPO
8702,SHQ1
8703,CEP55
8704,CENPQ
8705,MSL2
8706,MRPS18A
8707,TBCCD1
8708,KLHL11
8709,SEC61A2
8710,FAIM
8711,RNF220
8712,RIF1
8713,SLC25A36
8714,VPS13D
8715,RIC8B
8716,NUDT11
8717,NADSYN1
8718,DNAJC17
8719,PBRM1
8720,C14orf105
8721,RPRD1A
8722,APPL2
8723,PLEKHG6
8724,MAP1S
8725,LGI2
8726,GOLPH3L
8727,SBNO1
8728,ARL8B
8729,DCUN1D2
8730,SETD5
8731,ATAD3A
8732,DPPA4
8733,BBS7
8734,RCBTB1
8735,FANCI
8736,C11orf57
8737,EXD2
8738,TMEM57
8739,KLHDC8A
8740,LRRC20
8741,TRIM62
8742,ETNK2
8743,NAT10
8744,LRRC1
8745,PNMAL1
8746,PANK4
8747,CCDC87
8748,SMU1
8749,UBA6
8750,SLC38A7
8751,OGFOD1
8752,STEAP3
8753,KIRREL
8754,SLC47A1
8755,CCDC25
8756,NEIL3
8757,YY1AP1
8758,PCMTD2
8759,ASXL2
8760,TMEM39A
8761,WDR41
8762,ADI1
8763,THNSL2
8764,CASC1
8765,C7orf43
8766,ECHDC2
8767,PSPC1
8768,NUDT15
8769,IMP3
8770,TMEM100
8771,PHF10
8772,VPS53
8773,FGGY
8774,QRSL1
8775,ZNF654
8776,CWF19L1
8777,TMEM140
8778,LRRC36
8779,MCOLN3
8780,UBE2W
8781,RBM41
8782,C4orf19
8783,TMEM40
8784,RHOT1
8785,ACOXL
8786,BRF2
8787,UEVLD
8788,FBXW7
8789,KLHL26
8790,TBC1D19
8791,CCDC91
8792,RNF121
8793,BRIX1
8794,OLAH
8795,GIMAP4
8796,DDX19A
8797,ZNF444
8798,RFK
8799,CPPED1
8800,TMEM144
8801,SLC29A3
8802,RSAD1
8803,C5orf22
8804,LARP6
8805,ABCF3
8806,UFSP2
8807,AGPAT5
8808,LIN7C
8809,RNLS
8810,MNS1
8811,DRAM1
8812,SLC39A9
8813,NIPSNAP3B
8814,FBXL8
8815,C19orf66
8816,WDR33
8817,LSG1
8818,SLC35C1
8819,PLCXD1
8820,TCP11L1
8821,ABHD10
8822,VNN3
8823,STK32B
8824,LAPTM4B
8825,HJURP
8826,TBC1D2
8827,STYK1
8828,PI4K2A
8829,IMPACT
8830,TMEM176A
8831,LGR4
8832,TMCO6
8833,LRRC59
8834,MEG3
8835,MCM10
8836,ZNF331
8837,SIRPG
8838,YOD1
8839,AP1AR
8840,CAMK2N1
8841,CSGALNACT2
8842,PARL
8843,ETNK1
8844,CHST12
8845,TRPV6
8846,NOP10
8847,H2AFY2
8848,GPRC5D
8849,SLC35E3
8850,BATF3
8851,DDX43
8852,SAGE1
8853,SMPD3
8854,TRIM36
8855,DHTKD1
8856,SLC30A10
8857,IL17RB
8858,RBM38
8859,KLK15
8860,ENOSF1
8861,PLXNA3
8862,HAUS7
8863,ZNF821
8864,DNAH3
8865,GALNT10
8866,CDV3
8867,STAB2
8868,NAGK
8869,CHRNA9
8870,UBE2Q1
8871,BMP2K
8872,ZCCHC8
8873,DDX60
8874,CDKN2AIP
8875,FAM46A
8876,PPP1R9A
8877,ANKRD10
8878,OTUB1
8879,FERMT1
8880,KIF16B
8881,PRR5
8882,ASAP3
8883,TASP1
8884,DOCK10
8885,STAP2
8886,TRMT1
8887,TTC27
8888,THUMPD1
8889,POMGNT1
8890,ZDHHC7
8891,AMBRA1
8892,ZNF407
8893,SLC39A4
8894,LRRC40
8895,TBC1D22B
8896,CHD7
8897,SYBU
8898,FLVCR2
8899,BTBD2
8900,OSGEP
8901,RAB20
8902,PIGV
8903,NHP2
8904,SLC48A1
8905,BCAS4
8906,TMEM127
8907,NLRP2
8908,INTS8
8909,ZNF692
8910,RNF126
8911,PRPF40A
8912,DDX27
8913,HIF1AN
8914,ZNF446
8915,CDC37L1
8916,URGCP
8917,NPLOC4
8918,MFN1
8919,PEX26
8920,NBPF1
8921,LIMS2
8922,SCYL2
8923,MREG
8924,TRMU
8925,YEATS2
8926,PACS1
8927,FRMD4A
8928,LUC7L
8929,KDM4D
8930,NSUN5
8931,RBM22
8932,VAC14
8933,IARS2
8934,MAP7D1
8935,CCDC94
8936,POLR3B
8937,CCDC88A
8938,IPO9
8939,NECAP2
8940,KBTBD4
8941,FAR2
8942,ZNF334
8943,DOK4
8944,LMBR1L
8945,WDR11
8946,POLR3E
8947,TSR1
8948,IQCC
8949,CEP72
8950,ASF1B
8951,BTBD7
8952,ATF7IP
8953,C1orf112
8954,HHAT
8955,ZFP64
8956,DNAJC11
8957,VPS35
8958,ARFGAP1
8959,ENAH
8960,EDEM2
8961,PARVA
8962,CHFR
8963,NUP133
8964,CNDP2
8965,AGK
8966,TMEM184C
8967,SEPT11
8968,OGDHL
8969,CDK5RAP2
8970,INTS9
8971,UGGT2
8972,RCOR3
8973,WDR12
8974,DHX32
8975,TTC17
8976,ZNF701
8977,EXOC1
8978,IFT122
8979,H2AFJ
8980,NGLY1
8981,ZNF83
8982,EXOC2
8983,TDP1
8984,ZNF839
8985,RIOK2
8986,MCTP2
8987,FGD6
8988,ZNF415
8989,TXLNG
8990,LMBRD1
8991,CSGALNACT1
8992,FAM63A
8993,DDX28
8994,PCID2
8995,MBNL3
8996,CACNA2D3
8997,SCN3B
8998,IL26
8999,DCP1A
9000,ADAP2
9001,LRP2BP
9002,HR
9003,FOXJ2
9004,ADCY10
9005,SPATA7
9006,UTP6
9007,TSNAXIP1
9008,DOK5
9009,KDM3A
9010,RNF130
9011,ALLC
9012,VPS11
9013,PECR
9014,DCAF6
9015,GLT8D1
9016,CAND1
9017,UBAP2
9018,CENPJ
9019,EAPP
9020,CENPN
9021,EAF2
9022,WWC3
9023,ARHGAP15
9024,ITFG2
9025,CISD1
9026,USE1
9027,PSENEN
9028,TEX2
9029,ZC3H15
9030,ACOT13
9031,TMEM165
9032,BEX1
9033,ACTR10
9034,ECHDC1
9035,TMEM126B
9036,SLC22A11
9037,ASH1L
9038,PBK
9039,GSDMB
9040,GABRQ
9041,WSB2
9042,LMO3
9043,GPRC5C
9044,LENEP
9045,MYNN
9046,ZNF395
9047,UNC45A
9048,ZNF302
9049,RNF114
9050,ZC4H2
9051,CMAS
9052,BIN3
9053,LANCL2
9054,NXT2
9055,NKRF
9056,MYO5C
9057,APOM
9058,ZMAT5
9059,LIN37
9060,KLHL9
9061,AJAP1
9062,NSFL1C
9063,GNG12
9064,SLC25A40
9065,BCAP29
9066,KLHL7
9067,NXF3
9068,BARX1
9069,PDGFC
9070,UBFD1
9071,KLHL4
9072,PCDHGB6
9073,PCDHGB5
9074,PCDHGA11
9075,PCDHGA10
9076,PCDHGA9
9077,PCDHGA1
9078,PCDHB12
9079,PCDHB11
9080,PCDHB6
9081,PCDHA10
9082,PCDHA6
9083,PCDHA5
9084,PCDHA3
9085,PCDHA2
9086,TEX14
9087,TEX12
9088,TEX11
9089,RNF17
9090,TDRD1
9091,DNAH7
9092,ANKH
9093,MOSPD1
9094,ZNF253
9095,C21orf62
9096,YLPM1
9097,CRTAM
9098,TMX4
9099,MEPCE
9100,CTNNBL1
9101,IRGC
9102,BEX4
9103,GKN1
9104,PARD3
9105,SLC7A10
9106,TRPV5
9107,ANKRD7
9108,METTL3
9109,PRMT8
9110,CABP5
9111,LTB4R2
9112,CTPS2
9113,RPRM
9114,EIF4ENIF1
9115,DNAJC12
9116,MMP26
9117,CHST7
9118,CYP26B1
9119,SLC2A9
9120,DIABLO
9121,INPP5E
9122,BCCIP
9123,EIF5A2
9124,TMPRSS4
9125,CLDND1
9126,C10orf2
9127,NPDC1
9128,KCNK13
9129,KCNK12
9130,MUC13
9131,C11orf16
9132,TMEM9B
9133,NRIP3
9134,SAR1A
9135,C21orf59
9136,RETN
9137,SLC2A4RG
9138,ZC3HAV1
9139,SLAMF8
9140,GPR137
9141,SPHK2
9142,CDC42SE1
9143,UGGT1
9144,KCMF1
9145,TM9SF3
9146,MDM1
9147,LGALS14
9148,C8orf4
9149,AGPAT3
9150,AGPAT4
9151,BDH2
9152,ANKS1B
9153,NDUFA4L2
9154,PNO1
9155,PAPOLB
9156,SH3GLB2
9157,C15orf39
9158,THAP10
9159,STARD7
9160,IFT46
9161,C1GALT1
9162,EXOSC5
9163,SEMA3G
9164,MCCC1
9165,PAK6
9166,LXN
9167,NCLN
9168,SPPL2B
9169,FEM1C
9170,CA10
9171,PMEPA1
9172,ARNTL2
9173,DUSP22
9174,ENY2
9175,OLFML3
9176,MRPS22
9177,MFF
9178,SDR39U1
9179,XAB2
9180,SMYD2
9181,C5orf15
9182,NT5M
9183,NIT2
9184,MEPE
9185,OTUD7B
9186,PARP6
9187,C14orf132
9188,PRDM8
9189,PRDM10
9190,PRDM11
9191,PSMG2
9192,DTWD1
9193,BBX
9194,KIF15
9195,TOMM22
9196,CHPT1
9197,TULP4
9198,SLC12A9
9199,CTNNBIP1
9200,CCDC47
9201,AKR1B10
9202,COQ9
9203,CCNL1
9204,CIAPIN1
9205,C16orf62
9206,SLC17A7
9207,ANKMY2
9208,TWSG1
9209,PLSCR2
9210,UTP3
9211,PCBP4
9212,DDX24
9213,SLC17A6
9214,PLSCR4
9215,ENTPD7
9216,CASS4
9217,PCNP
9218,RPGRIP1
9219,PARP11
9220,AVEN
9221,ANO2
9222,C12orf4
9223,PNPLA2
9224,CYSLTR2
9225,PDSS2
9226,REXO4
9227,HRASLS
9228,RAB25
9229,PGLYRP4
9230,ZNF695
9231,INTS12
9232,CAMK1D
9233,NUP107
9234,CD248
9235,PLXDC1
9236,CD177
9237,RHBG
9238,LYRM4
9239,ATP13A1
9240,CHMP1B
9241,MAN1C1
9242,RNPEPL1
9243,RTN4
9244,TMEM159
9245,SCYL3
9246,RALGAPB
9247,LYRM1
9248,LYZL6
9249,SLURP1
9250,SMURF1
9251,PHTF2
9252,JPH2
9253,PELI2
9254,PELI1
9255,GJC2
9256,DOLPP1
9257,CAMK1G
9258,CORO1B
9259,ZMIZ1
9260,ACTR3B
9261,NIPAL3
9262,THOC2
9263,ADAMTSL3
9264,VN1R1
9265,MCOLN1
9266,ATP10A
9267,ATP8B2
9268,ATP10D
9269,ZNF248
9270,THAP11
9271,SMAGP
9272,PBXIP1
9273,CBX8
9274,RCN3
9275,ZNF287
9276,SENP7
9277,JPH3
9278,ZNF304
9279,TTYH1
9280,GJD2
9281,AICDA
9282,MRS2
9283,CLK4
9284,S100A14
9285,RAB22A
9286,CYP20A1
9287,SPC25
9288,ABHD6
9289,LRTM1
9290,C3orf14
9291,WDR18
9292,SLC24A3
9293,NDRG3
9294,NDRG2
9295,PPM1H
9296,SLC12A5
9297,LRRC47
9298,CNOT6
9299,GRAMD1B
9300,HEG1
9301,MKL2
9302,KIDINS220
9303,NLGN4X
9304,MAVS
9305,MTUS1
9306,CASKIN2
9307,SERINC1
9308,NYNRIN
9309,KIAA1324
9310,ALPK3
9311,MICAL3
9312,SEMA6A
9313,DOCK6
9314,ZNF471
9315,KIF17
9316,FAM135A
9317,SYT13
9318,MKL1
9319,BEGAIN
9320,BAHCC1
9321,WDR48
9322,USP36
9323,KIAA1462
9324,RANBP10
9325,KLHL1
9326,EP400
9327,POGK
9328,CALCOCO1
9329,PLEKHA4
9330,EPB41L5
9331,CHD8
9332,DENND1A
9333,KIAA1614
9334,ZNF529
9335,SEMA4G
9336,PRX
9337,PPP4R4
9338,GPR107
9339,WDR19
9340,SPTBN4
9341,GBA3
9342,SCUBE2
9343,TRIB3
9344,ANKRA2
9345,MARK4
9346,GATAD1
9347,RAB40C
9348,POLD4
9349,HAMP
9350,G6PC2
9351,LSM2
9352,CCNB1IP1
9353,SLAMF7
9354,RAP2C
9355,C6orf47
9356,CATSPERG
9357,CYP4F11
9358,SLC4A5
9359,ZNF410
9360,CADM3
9361,PTBP2
9362,NGB
9363,NEUROD4
9364,WFDC1
9365,CTDSP1
9366,SQRDL
9367,PLEKHB1
9368,SRPRB
9369,ENOPH1
9370,ZBED5
9371,CREBZF
9372,PCTP
9373,JAM2
9374,OVOL2
9375,MYL7
9376,ARHGAP22
9377,PRODH2
9378,DNASE2B
9379,EPS15L1
9380,RBM25
9381,WIZ
9382,MID1IP1
9383,RRAGD
9384,MYOZ1
9385,LY6G6D
9386,IL22RA1
9387,TMEM8A
9388,HIVEP3
9389,ACE2
9390,SIGIRR
9391,PRDM13
9392,PLEKHA1
9393,PLEKHA2
9394,HRH4
9395,TRPV4
9396,SCPEP1
9397,SENP2
9398,ALOXE3
9399,ZNF350
9400,KLHL12
9401,AFAP1
9402,GPBP1L1
9403,C12orf10
9404,FAM3A
9405,AVPI1
9406,TSKS
9407,EDA2R
9408,TGIF2
9409,BACH2
9410,ELOVL5
9411,SLC5A7
9412,HAPLN2
9413,SAV1
9414,TRMT11
9415,MRPS35
9416,APOBEC3G
9417,PPCDC
9418,NIF3L1
9419,CCDC90B
9420,CCDC81
9421,HPSE2
9422,AASDHPPT
9423,NYX
9424,AGBL5
9425,ELAC2
9426,ALX4
9427,GUF1
9428,SPCS3
9429,NAA35
9430,RINT1
9431,KCNK15
9432,DHX35
9433,RIC8A
9434,MIIP
9435,PAPPA2
9436,FKBP10
9437,SMAP1
9438,ZFAND3
9439,C14orf93
9440,BCORL1
9441,CELA2A
9442,SRR
9443,BCAN
9444,ABHD4
9445,MRPL17
9446,PKNOX2
9447,RNF123
9448,THADA
9449,UBE2O
9450,HEATR6
9451,SH2D4A
9452,NSUN3
9453,FAM111A
9454,DUSP21
9455,GPATCH3
9456,SLC17A9
9457,ELMO2
9458,GALNT11
9459,TNN
9460,CIDEC
9461,ZNF335
9462,CHP2
9463,XPNPEP3
9464,MRPS14
9465,CXorf56
9466,ZNF667
9467,PCIF1
9468,GPSM3
9469,NECAB3
9470,FKBPL
9471,CLSPN
9472,TP53AIP1
9473,NEUROG2
9474,NEUROD6
9475,PRDM16
9476,PRDM14
9477,ANO3
9478,TSPYL2
9479,RBM26
9480,PRSS22
9481,PERP
9482,MMP27
9483,NPAS3
9484,LHPP
9485,SLC28A3
9486,RBKS
9487,PBLD
9488,GOLPH3
9489,CLSTN2
9490,MCCC2
9491,SNX16
9492,POPDC2
9493,SAMSN1
9494,EPB41L4A
9495,ELSPBP1
9496,TNMD
9497,NPFFR1
9498,RTP4
9499,CRLF2
9500,MAGEF1
9501,NPVF
9502,MOAP1
9503,TMBIM1
9504,SLC39A8
9505,DUS1L
9506,RRAGC
9507,FN3K
9508,NOD2
9509,TINAGL1
9510,LIN7B
9511,XYLT1
9512,XYLT2
9513,IFIH1
9514,ABCG4
9515,C17orf75
9516,NCAPG
9517,ERAP2
9518,CARD9
9519,OSGEPL1
9520,DPEP2
9521,DPEP3
9522,EDDM3B
9523,POPDC3
9524,MMS19
9525,LHX5
9526,DNAJC1
9527,TFB2M
9528,SEMA4A
9529,PJA1
9530,STRA6
9531,ROBO3
9532,TOR3A
9533,MLST8
9534,MS4A6A
9535,MS4A5
9536,PDLIM2
9537,ABCG5
9538,RAB17
9539,RHBDF1
9540,NOC3L
9541,FBRS
9542,RNF25
9543,SOX17
9544,NSD1
9545,XPO4
9546,HS1BP3
9547,AZI2
9548,HIF3A
9549,NXN
9550,SIL1
9551,IKZF4
9552,IKZF5
9553,CHST8
9554,MMP25
9555,GREM2
9556,ZMAT3
9557,GMCL1
9558,MPP5
9559,AKTIP
9560,CDH22
9561,KLHL25
9562,ARAP3
9563,TMEM168
9564,MTMR14
9565,DCLRE1C
9566,ATG3
9567,INF2
9568,POLR1E
9569,TTC31
9570,NARFL
9571,ZDHHC6
9572,ACTR6
9573,DNAI2
9574,CPEB1
9575,ALDH8A1
9576,NDST4
9577,CLEC7A
9578,GPR135
9579,TTTY15
9580,MOSPD3
9581,PLA2G2F
9582,VPS16
9583,EBF2
9584,GORASP1
9585,TMPRSS3
9586,COPS7B
9587,NUCKS1
9588,PDIA2
9589,UNKL
9590,WDR13
9591,ACBD3
9592,MFSD1
9593,SMURF2
9594,SMYD3
9595,C16orf58
9596,TNS3
9597,FAM160B2
9598,PARP12
9599,ZNF574
9600,CREB3L2
9601,S100PBP
9602,IPPK
9603,MEAF6
9604,C6orf106
9605,ENGASE
9606,RMND5B
9607,FNDC3B
9608,MTHFSD
9609,MICAL1
9610,CERK
9611,AEN
9612,RBM15
9613,CRTC3
9614,GINS3
9615,TBC1D15
9616,EPS8L2
9617,LMF1
9618,DDX31
9619,RMND5A
9620,IQCH
9621,EFCAB6
9622,CYP3A43
9623,ELOVL1
9624,KLC2
9625,FNDC4
9626,PORCN
9627,MARCH7
9628,SPATA20
9629,YTHDC2
9630,SLC13A3
9631,TUT1
9632,USP46
9633,VWA1
9634,DCLRE1B
9635,ARMCX5
9636,METTL4
9637,RFX7
9638,CDCP1
9639,PAPOLG
9640,C12orf43
9641,RANBP17
9642,BCL11B
9643,CASD1
9644,LRRC19
9645,SLC30A5
9646,TTC23
9647,NT5DC2
9648,MRPS15
9649,MRPS11
9650,MRPL40
9651,MRPL34
9652,MRPL11
9653,MRPL9
9654,NDRG4
9655,SLC26A6
9656,SLC26A10
9657,PINK1
9658,REEP1
9659,ACD
9660,MRPL44
9661,VPS33A
9662,NOL6
9663,TMEM135
9664,JMJD4
9665,KRI1
9666,MARCKSL1
9667,UPF3B
9668,UPF3A
9669,RSRC2
9670,INTS3
9671,WNK1
9672,NADK
9673,SPATS2
9674,C5orf42
9675,MPPE1
9676,PYCRL
9677,UBE2Z
9678,C8orf33
9679,PHACTR4
9680,BRD9
9681,CAPRIN2
